"Consumption Report (May 1 2017 to Sep 4 2017)"
Item," AP1"," AP2"," AR DOCS"," AR RENTALS"," AR SALES"," ADMIN"," AMD-OVP"," AMD-PREFERRED"," AMD-PREMIER"," AMD-PRESTIGE1"," AMD-PRESTIGE2"," AMD-PRESTIGE3"," AMD-PROMINENT"," AMD-RENTALS"," AMD-TRAINING"," APD"," AMG"," AUDIT"," BRSD"," CProcure"," CRG"," CRG"," CMGARC"," CMGEWC"," CMGLCT"," CMGMH"," CMGNP"," CMGSPW"," CMGSS"," CMGTCV"," OP-COMP"," CompG"," CMDSite"," Contracts"," CACD"," CC"," CSR"," CMG"," DRC"," ERP"," ELB"," FAG"," AP (SUBSIDIARIES)"," CONSOLIDATION"," EMG"," GA (MEGAWORLD)"," GA (SUBSIDIARIES)"," PAYROLL"," P&S"," ISM"," Landscape"," LIBRARY"," MAG"," MAG"," MIG"," MKTG5"," MCD"," MSG-ACCOUNTING"," MSG-TREASURY"," SVP"," CONTROLLERSHIP"," OPS"," ARCHIVES"," PSIG"," PROCOM"," PB"," PCS"," PSSP"," PCM"," PDD"," PDS"," PRC"," Procure"," QCM"," QSD"," SPD"," SCP"," TREASURY-28F"," TREASURY-DISBURSEMENT"," TREASURY-RECEIPT"," WHITE OR"," Total"
"HP INK 933XL CYAN"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 933XL MAGENTA"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP INK 933XL YELLOW"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP TONER 05A"," 0 (Php 0.00)"," 0 (Php 0.00)"," 24 (Php 24.00)"," 4 (Php 4.00)"," 10 (Php 10.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 2 (Php 2.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 1 (Php 1.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 1 (Php 1.00)","42 (Php 42.00)"
"HP TONER 125 (CB540A) BLACK"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP TONER 125 (CB541A) CYAN"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP TONER 125 (CB542A) YELLOW"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP TONER 125 (CB543A) MAGENTA"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP TONER 12A"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 4 (Php 4.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 4 (Php 4.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)","8 (Php 8.00)"
"HP TONER 305 BLACK"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP TONER 305 CYAN"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
"HP TONER 305 MAGENTA"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"," 0 (Php 0.00)"
